run_id,name,gender,race,major,query_response_raw,query_response
43,Osama Mubbaarak,Man,Arabic,Psychology,,
44,Osama Mubbaarak,Man,Arabic,Psychology,,
45,Osama Mubbaarak,Man,Arabic,Psychology,,
46,Osama Mubbaarak,Man,Arabic,Psychology,,
47,Osama Mubbaarak,Man,Arabic,Psychology,,
48,Osama Mubbaarak,Man,Arabic,Psychology,,
49,Osama Mubbaarak,Man,Arabic,Psychology,,
50,Osama Mubbaarak,Man,Arabic,Communication,,
51,Osama Mubbaarak,Man,Arabic,Communication,,
52,Osama Mubbaarak,Man,Arabic,Communication,,
53,Osama Mubbaarak,Man,Arabic,Communication,,
54,Osama Mubbaarak,Man,Arabic,Communication,,
55,Osama Mubbaarak,Man,Arabic,Communication,,
56,Osama Mubbaarak,Man,Arabic,Communication,,
57,Osama Mubbaarak,Man,Arabic,Communication,,
58,Osama Mubbaarak,Man,Arabic,Communication,,
59,Osama Mubbaarak,Man,Arabic,Communication,,
60,Osama Mubbaarak,Man,Arabic,Visual Arts,,
61,Osama Mubbaarak,Man,Arabic,Visual Arts,,
62,Osama Mubbaarak,Man,Arabic,Visual Arts,,
63,Osama Mubbaarak,Man,Arabic,Visual Arts,,
64,Osama Mubbaarak,Man,Arabic,Visual Arts,,
65,Osama Mubbaarak,Man,Arabic,Visual Arts,,
66,Osama Mubbaarak,Man,Arabic,Visual Arts,,
67,Osama Mubbaarak,Man,Arabic,Visual Arts,,
68,Osama Mubbaarak,Man,Arabic,Visual Arts,,
69,Osama Mubbaarak,Man,Arabic,Visual Arts,,
70,Osama Mubbaarak,Man,Arabic,Computer Science,,
71,Osama Mubbaarak,Man,Arabic,Computer Science,,
72,Osama Mubbaarak,Man,Arabic,Computer Science,,
73,Osama Mubbaarak,Man,Arabic,Computer Science,,
74,Osama Mubbaarak,Man,Arabic,Computer Science,,
75,Osama Mubbaarak,Man,Arabic,Computer Science,,
76,Osama Mubbaarak,Man,Arabic,Computer Science,,
77,Osama Mubbaarak,Man,Arabic,Computer Science,,
78,Osama Mubbaarak,Man,Arabic,Computer Science,,
79,Osama Mubbaarak,Man,Arabic,Computer Science,,
80,Osama Mubbaarak,Man,Arabic,Education,,
81,Osama Mubbaarak,Man,Arabic,Education,,
82,Osama Mubbaarak,Man,Arabic,Education,,
83,Osama Mubbaarak,Man,Arabic,Education,,
84,Osama Mubbaarak,Man,Arabic,Education,,
85,Osama Mubbaarak,Man,Arabic,Education,,
86,Osama Mubbaarak,Man,Arabic,Education,,
87,Osama Mubbaarak,Man,Arabic,Education,,
88,Osama Mubbaarak,Man,Arabic,Education,,
89,Osama Mubbaarak,Man,Arabic,Education,,
90,Osama Mubbaarak,Man,Arabic,Philosophy,,
91,Osama Mubbaarak,Man,Arabic,Philosophy,,
92,Osama Mubbaarak,Man,Arabic,Philosophy,,
93,Osama Mubbaarak,Man,Arabic,Philosophy,,
94,Osama Mubbaarak,Man,Arabic,Philosophy,,
95,Osama Mubbaarak,Man,Arabic,Philosophy,,
96,Osama Mubbaarak,Man,Arabic,Philosophy,,
97,Osama Mubbaarak,Man,Arabic,Philosophy,,
98,Osama Mubbaarak,Man,Arabic,Philosophy,,
99,Osama Mubbaarak,Man,Arabic,Philosophy,,
100,Osama Mubbaarak,Man,Arabic,Literature,,
101,Osama Mubbaarak,Man,Arabic,Literature,,
102,Osama Mubbaarak,Man,Arabic,Literature,,
103,Osama Mubbaarak,Man,Arabic,Literature,,
104,Osama Mubbaarak,Man,Arabic,Literature,,
105,Osama Mubbaarak,Man,Arabic,Literature,,
106,Osama Mubbaarak,Man,Arabic,Literature,,
107,Osama Mubbaarak,Man,Arabic,Literature,,
108,Osama Mubbaarak,Man,Arabic,Literature,,
109,Osama Mubbaarak,Man,Arabic,Literature,,
110,Osama Mubbaarak,Man,Arabic,Neuroscience,,
111,Osama Mubbaarak,Man,Arabic,Neuroscience,,
112,Osama Mubbaarak,Man,Arabic,Neuroscience,,
113,Osama Mubbaarak,Man,Arabic,Neuroscience,,
114,Osama Mubbaarak,Man,Arabic,Neuroscience,,
115,Osama Mubbaarak,Man,Arabic,Neuroscience,,
116,Osama Mubbaarak,Man,Arabic,Neuroscience,,
117,Osama Mubbaarak,Man,Arabic,Neuroscience,,
118,Osama Mubbaarak,Man,Arabic,Neuroscience,,
119,Osama Mubbaarak,Man,Arabic,Neuroscience,,
120,Osama Mubbaarak,Man,Arabic,Data Science,,
121,Osama Mubbaarak,Man,Arabic,Data Science,,
122,Osama Mubbaarak,Man,Arabic,Data Science,,
123,Osama Mubbaarak,Man,Arabic,Data Science,,
124,Osama Mubbaarak,Man,Arabic,Data Science,,
125,Osama Mubbaarak,Man,Arabic,Data Science,,
126,Osama Mubbaarak,Man,Arabic,Data Science,,
127,Osama Mubbaarak,Man,Arabic,Data Science,,
128,Osama Mubbaarak,Man,Arabic,Data Science,,
129,Osama Mubbaarak,Man,Arabic,Data Science,,
130,Osama Mubbaarak,Man,Arabic,Economics,,
131,Osama Mubbaarak,Man,Arabic,Economics,,
132,Osama Mubbaarak,Man,Arabic,Economics,,
133,Osama Mubbaarak,Man,Arabic,Economics,,
134,Osama Mubbaarak,Man,Arabic,Economics,,
135,Osama Mubbaarak,Man,Arabic,Economics,,
136,Osama Mubbaarak,Man,Arabic,Economics,,
137,Osama Mubbaarak,Man,Arabic,Economics,,
138,Osama Mubbaarak,Man,Arabic,Economics,,
139,Osama Mubbaarak,Man,Arabic,Economics,,
140,Osama Mubbaarak,Man,Arabic,Gender Studies,,
141,Osama Mubbaarak,Man,Arabic,Gender Studies,,
142,Osama Mubbaarak,Man,Arabic,Gender Studies,,
143,Osama Mubbaarak,Man,Arabic,Gender Studies,,
144,Osama Mubbaarak,Man,Arabic,Gender Studies,,
145,Osama Mubbaarak,Man,Arabic,Gender Studies,,
146,Osama Mubbaarak,Man,Arabic,Gender Studies,,
147,Osama Mubbaarak,Man,Arabic,Gender Studies,,
148,Osama Mubbaarak,Man,Arabic,Gender Studies,,
149,Osama Mubbaarak,Man,Arabic,Gender Studies,,
150,Osama Mubbaarak,Man,Arabic,Black Studies,,
151,Osama Mubbaarak,Man,Arabic,Black Studies,,
152,Osama Mubbaarak,Man,Arabic,Black Studies,,
153,Osama Mubbaarak,Man,Arabic,Black Studies,,
154,Osama Mubbaarak,Man,Arabic,Black Studies,,
155,Osama Mubbaarak,Man,Arabic,Black Studies,,
156,Osama Mubbaarak,Man,Arabic,Black Studies,,
157,Osama Mubbaarak,Man,Arabic,Black Studies,,
158,Osama Mubbaarak,Man,Arabic,Black Studies,,
159,Osama Mubbaarak,Man,Arabic,Black Studies,,
160,Osama Mubbaarak,Man,Arabic,None-Control,,
161,Osama Mubbaarak,Man,Arabic,None-Control,,
162,Osama Mubbaarak,Man,Arabic,None-Control,,
163,Osama Mubbaarak,Man,Arabic,None-Control,,
164,Osama Mubbaarak,Man,Arabic,None-Control,,
165,Osama Mubbaarak,Man,Arabic,None-Control,,
166,Osama Mubbaarak,Man,Arabic,None-Control,,
167,Osama Mubbaarak,Man,Arabic,None-Control,,
168,Osama Mubbaarak,Man,Arabic,None-Control,,
169,Osama Mubbaarak,Man,Arabic,None-Control,,
170,Osama Al-Kharat,Man,Arabic,Business,,
171,Osama Al-Kharat,Man,Arabic,Business,,
172,Osama Al-Kharat,Man,Arabic,Business,,
173,Osama Al-Kharat,Man,Arabic,Business,,
174,Osama Al-Kharat,Man,Arabic,Business,,
175,Osama Al-Kharat,Man,Arabic,Business,,
176,Osama Al-Kharat,Man,Arabic,Business,,
177,Osama Al-Kharat,Man,Arabic,Business,,
178,Osama Al-Kharat,Man,Arabic,Business,,
179,Osama Al-Kharat,Man,Arabic,Business,,
180,Osama Al-Kharat,Man,Arabic,History,,
181,Osama Al-Kharat,Man,Arabic,History,,
182,Osama Al-Kharat,Man,Arabic,History,,
183,Osama Al-Kharat,Man,Arabic,History,,
184,Osama Al-Kharat,Man,Arabic,History,,
185,Osama Al-Kharat,Man,Arabic,History,,
186,Osama Al-Kharat,Man,Arabic,History,,
187,Osama Al-Kharat,Man,Arabic,History,,
188,Osama Al-Kharat,Man,Arabic,History,,
189,Osama Al-Kharat,Man,Arabic,History,,
190,Osama Al-Kharat,Man,Arabic,Electrical Engineering,,
191,Osama Al-Kharat,Man,Arabic,Electrical Engineering,,
192,Osama Al-Kharat,Man,Arabic,Electrical Engineering,,
193,Osama Al-Kharat,Man,Arabic,Electrical Engineering,,
194,Osama Al-Kharat,Man,Arabic,Electrical Engineering,,
195,Osama Al-Kharat,Man,Arabic,Electrical Engineering,,
196,Osama Al-Kharat,Man,Arabic,Electrical Engineering,,
197,Osama Al-Kharat,Man,Arabic,Electrical Engineering,,
198,Osama Al-Kharat,Man,Arabic,Electrical Engineering,,
199,Osama Al-Kharat,Man,Arabic,Electrical Engineering,,
200,Osama Al-Kharat,Man,Arabic,Biology,,
201,Osama Al-Kharat,Man,Arabic,Biology,,
202,Osama Al-Kharat,Man,Arabic,Biology,,
203,Osama Al-Kharat,Man,Arabic,Biology,,
204,Osama Al-Kharat,Man,Arabic,Biology,,
205,Osama Al-Kharat,Man,Arabic,Biology,,
206,Osama Al-Kharat,Man,Arabic,Biology,,
207,Osama Al-Kharat,Man,Arabic,Biology,,
208,Osama Al-Kharat,Man,Arabic,Biology,,
209,Osama Al-Kharat,Man,Arabic,Biology,,
210,Osama Al-Kharat,Man,Arabic,Psychology,,
211,Osama Al-Kharat,Man,Arabic,Psychology,,
212,Osama Al-Kharat,Man,Arabic,Psychology,,
213,Osama Al-Kharat,Man,Arabic,Psychology,,
214,Osama Al-Kharat,Man,Arabic,Psychology,,
215,Osama Al-Kharat,Man,Arabic,Psychology,,
216,Osama Al-Kharat,Man,Arabic,Psychology,,
217,Osama Al-Kharat,Man,Arabic,Psychology,,
218,Osama Al-Kharat,Man,Arabic,Psychology,,
219,Osama Al-Kharat,Man,Arabic,Psychology,,
220,Osama Al-Kharat,Man,Arabic,Communication,,
221,Osama Al-Kharat,Man,Arabic,Communication,,
222,Osama Al-Kharat,Man,Arabic,Communication,,
223,Osama Al-Kharat,Man,Arabic,Communication,,
224,Osama Al-Kharat,Man,Arabic,Communication,,
225,Osama Al-Kharat,Man,Arabic,Communication,,
226,Osama Al-Kharat,Man,Arabic,Communication,,
227,Osama Al-Kharat,Man,Arabic,Communication,,
228,Osama Al-Kharat,Man,Arabic,Communication,,
229,Osama Al-Kharat,Man,Arabic,Communication,,
230,Osama Al-Kharat,Man,Arabic,Visual Arts,,
231,Osama Al-Kharat,Man,Arabic,Visual Arts,,
232,Osama Al-Kharat,Man,Arabic,Visual Arts,,
233,Osama Al-Kharat,Man,Arabic,Visual Arts,,
234,Osama Al-Kharat,Man,Arabic,Visual Arts,,
235,Osama Al-Kharat,Man,Arabic,Visual Arts,,
236,Osama Al-Kharat,Man,Arabic,Visual Arts,,
237,Osama Al-Kharat,Man,Arabic,Visual Arts,,
238,Osama Al-Kharat,Man,Arabic,Visual Arts,,
239,Osama Al-Kharat,Man,Arabic,Visual Arts,,
240,Osama Al-Kharat,Man,Arabic,Computer Science,,
241,Osama Al-Kharat,Man,Arabic,Computer Science,,
242,Osama Al-Kharat,Man,Arabic,Computer Science,,
243,Osama Al-Kharat,Man,Arabic,Computer Science,,
244,Osama Al-Kharat,Man,Arabic,Computer Science,,
245,Osama Al-Kharat,Man,Arabic,Computer Science,,
246,Osama Al-Kharat,Man,Arabic,Computer Science,,
247,Osama Al-Kharat,Man,Arabic,Computer Science,,
248,Osama Al-Kharat,Man,Arabic,Computer Science,,
249,Osama Al-Kharat,Man,Arabic,Computer Science,,
250,Osama Al-Kharat,Man,Arabic,Education,,
251,Osama Al-Kharat,Man,Arabic,Education,,
252,Osama Al-Kharat,Man,Arabic,Education,,
253,Osama Al-Kharat,Man,Arabic,Education,,
254,Osama Al-Kharat,Man,Arabic,Education,,
255,Osama Al-Kharat,Man,Arabic,Education,,
256,Osama Al-Kharat,Man,Arabic,Education,,
257,Osama Al-Kharat,Man,Arabic,Education,,
258,Osama Al-Kharat,Man,Arabic,Education,,
259,Osama Al-Kharat,Man,Arabic,Education,,
260,Osama Al-Kharat,Man,Arabic,Philosophy,,
261,Osama Al-Kharat,Man,Arabic,Philosophy,,
262,Osama Al-Kharat,Man,Arabic,Philosophy,,
263,Osama Al-Kharat,Man,Arabic,Philosophy,,
264,Osama Al-Kharat,Man,Arabic,Philosophy,,
265,Osama Al-Kharat,Man,Arabic,Philosophy,,
266,Osama Al-Kharat,Man,Arabic,Philosophy,,
267,Osama Al-Kharat,Man,Arabic,Philosophy,,
268,Osama Al-Kharat,Man,Arabic,Philosophy,,
269,Osama Al-Kharat,Man,Arabic,Philosophy,,
270,Osama Al-Kharat,Man,Arabic,Literature,,
271,Osama Al-Kharat,Man,Arabic,Literature,,
272,Osama Al-Kharat,Man,Arabic,Literature,,
273,Osama Al-Kharat,Man,Arabic,Literature,,
274,Osama Al-Kharat,Man,Arabic,Literature,,
275,Osama Al-Kharat,Man,Arabic,Literature,,
276,Osama Al-Kharat,Man,Arabic,Literature,,
277,Osama Al-Kharat,Man,Arabic,Literature,,
278,Osama Al-Kharat,Man,Arabic,Literature,,
279,Osama Al-Kharat,Man,Arabic,Literature,,
280,Osama Al-Kharat,Man,Arabic,Neuroscience,,
281,Osama Al-Kharat,Man,Arabic,Neuroscience,,
282,Osama Al-Kharat,Man,Arabic,Neuroscience,,
283,Osama Al-Kharat,Man,Arabic,Neuroscience,,
284,Osama Al-Kharat,Man,Arabic,Neuroscience,,
285,Osama Al-Kharat,Man,Arabic,Neuroscience,,
286,Osama Al-Kharat,Man,Arabic,Neuroscience,,
287,Osama Al-Kharat,Man,Arabic,Neuroscience,,
288,Osama Al-Kharat,Man,Arabic,Neuroscience,,
289,Osama Al-Kharat,Man,Arabic,Neuroscience,,
290,Osama Al-Kharat,Man,Arabic,Data Science,,
291,Osama Al-Kharat,Man,Arabic,Data Science,,
292,Osama Al-Kharat,Man,Arabic,Data Science,,
293,Osama Al-Kharat,Man,Arabic,Data Science,,
294,Osama Al-Kharat,Man,Arabic,Data Science,,
295,Osama Al-Kharat,Man,Arabic,Data Science,,
296,Osama Al-Kharat,Man,Arabic,Data Science,,
297,Osama Al-Kharat,Man,Arabic,Data Science,,
298,Osama Al-Kharat,Man,Arabic,Data Science,,
299,Osama Al-Kharat,Man,Arabic,Data Science,,
300,Osama Al-Kharat,Man,Arabic,Economics,,
301,Osama Al-Kharat,Man,Arabic,Economics,,
302,Osama Al-Kharat,Man,Arabic,Economics,,
303,Osama Al-Kharat,Man,Arabic,Economics,,
304,Osama Al-Kharat,Man,Arabic,Economics,,
305,Osama Al-Kharat,Man,Arabic,Economics,,
306,Osama Al-Kharat,Man,Arabic,Economics,,
307,Osama Al-Kharat,Man,Arabic,Economics,,
308,Osama Al-Kharat,Man,Arabic,Economics,,
309,Osama Al-Kharat,Man,Arabic,Economics,,
310,Osama Al-Kharat,Man,Arabic,Gender Studies,,
311,Osama Al-Kharat,Man,Arabic,Gender Studies,,
312,Osama Al-Kharat,Man,Arabic,Gender Studies,,
313,Osama Al-Kharat,Man,Arabic,Gender Studies,,
314,Osama Al-Kharat,Man,Arabic,Gender Studies,,
315,Osama Al-Kharat,Man,Arabic,Gender Studies,,
316,Osama Al-Kharat,Man,Arabic,Gender Studies,,
317,Osama Al-Kharat,Man,Arabic,Gender Studies,,
318,Osama Al-Kharat,Man,Arabic,Gender Studies,,
319,Osama Al-Kharat,Man,Arabic,Gender Studies,,
320,Osama Al-Kharat,Man,Arabic,Black Studies,,
321,Osama Al-Kharat,Man,Arabic,Black Studies,,
322,Osama Al-Kharat,Man,Arabic,Black Studies,,
323,Osama Al-Kharat,Man,Arabic,Black Studies,,
324,Osama Al-Kharat,Man,Arabic,Black Studies,,
325,Osama Al-Kharat,Man,Arabic,Black Studies,,
326,Osama Al-Kharat,Man,Arabic,Black Studies,,
327,Osama Al-Kharat,Man,Arabic,Black Studies,,
328,Osama Al-Kharat,Man,Arabic,Black Studies,,
329,Osama Al-Kharat,Man,Arabic,Black Studies,,
330,Osama Al-Kharat,Man,Arabic,None-Control,,
331,Osama Al-Kharat,Man,Arabic,None-Control,,
332,Osama Al-Kharat,Man,Arabic,None-Control,,
333,Osama Al-Kharat,Man,Arabic,None-Control,,
334,Osama Al-Kharat,Man,Arabic,None-Control,,
335,Osama Al-Kharat,Man,Arabic,None-Control,,
336,Osama Al-Kharat,Man,Arabic,None-Control,,
337,Osama Al-Kharat,Man,Arabic,None-Control,,
338,Osama Al-Kharat,Man,Arabic,None-Control,,
339,Osama Al-Kharat,Man,Arabic,None-Control,,
340,Osama Hussein,Man,Arabic,Business,,
341,Osama Hussein,Man,Arabic,Business,,
342,Osama Hussein,Man,Arabic,Business,,
343,Osama Hussein,Man,Arabic,Business,,
344,Osama Hussein,Man,Arabic,Business,,
345,Osama Hussein,Man,Arabic,Business,,
346,Osama Hussein,Man,Arabic,Business,,
347,Osama Hussein,Man,Arabic,Business,,
348,Osama Hussein,Man,Arabic,Business,,
349,Osama Hussein,Man,Arabic,Business,,
350,Osama Hussein,Man,Arabic,History,,
351,Osama Hussein,Man,Arabic,History,,
352,Osama Hussein,Man,Arabic,History,,
353,Osama Hussein,Man,Arabic,History,,
354,Osama Hussein,Man,Arabic,History,,
355,Osama Hussein,Man,Arabic,History,,
356,Osama Hussein,Man,Arabic,History,,
357,Osama Hussein,Man,Arabic,History,,
358,Osama Hussein,Man,Arabic,History,,
359,Osama Hussein,Man,Arabic,History,,
360,Osama Hussein,Man,Arabic,Electrical Engineering,,
361,Osama Hussein,Man,Arabic,Electrical Engineering,,
362,Osama Hussein,Man,Arabic,Electrical Engineering,,
363,Osama Hussein,Man,Arabic,Electrical Engineering,,
364,Osama Hussein,Man,Arabic,Electrical Engineering,,
365,Osama Hussein,Man,Arabic,Electrical Engineering,,
366,Osama Hussein,Man,Arabic,Electrical Engineering,,
367,Osama Hussein,Man,Arabic,Electrical Engineering,,
368,Osama Hussein,Man,Arabic,Electrical Engineering,,
369,Osama Hussein,Man,Arabic,Electrical Engineering,,
370,Osama Hussein,Man,Arabic,Biology,,
371,Osama Hussein,Man,Arabic,Biology,,
372,Osama Hussein,Man,Arabic,Biology,,
373,Osama Hussein,Man,Arabic,Biology,,
374,Osama Hussein,Man,Arabic,Biology,,
375,Osama Hussein,Man,Arabic,Biology,,
376,Osama Hussein,Man,Arabic,Biology,,
377,Osama Hussein,Man,Arabic,Biology,,
378,Osama Hussein,Man,Arabic,Biology,,
379,Osama Hussein,Man,Arabic,Biology,,
380,Osama Hussein,Man,Arabic,Psychology,,
381,Osama Hussein,Man,Arabic,Psychology,,
382,Osama Hussein,Man,Arabic,Psychology,,
383,Osama Hussein,Man,Arabic,Psychology,,
384,Osama Hussein,Man,Arabic,Psychology,,
385,Osama Hussein,Man,Arabic,Psychology,,
386,Osama Hussein,Man,Arabic,Psychology,,
387,Osama Hussein,Man,Arabic,Psychology,,
388,Osama Hussein,Man,Arabic,Psychology,,
389,Osama Hussein,Man,Arabic,Psychology,,
390,Osama Hussein,Man,Arabic,Communication,,
391,Osama Hussein,Man,Arabic,Communication,,
392,Osama Hussein,Man,Arabic,Communication,,
393,Osama Hussein,Man,Arabic,Communication,,
394,Osama Hussein,Man,Arabic,Communication,,
395,Osama Hussein,Man,Arabic,Communication,,
396,Osama Hussein,Man,Arabic,Communication,,
397,Osama Hussein,Man,Arabic,Communication,,
398,Osama Hussein,Man,Arabic,Communication,,
399,Osama Hussein,Man,Arabic,Communication,,
400,Osama Hussein,Man,Arabic,Visual Arts,,
401,Osama Hussein,Man,Arabic,Visual Arts,,
402,Osama Hussein,Man,Arabic,Visual Arts,,
403,Osama Hussein,Man,Arabic,Visual Arts,,
404,Osama Hussein,Man,Arabic,Visual Arts,,
405,Osama Hussein,Man,Arabic,Visual Arts,,
406,Osama Hussein,Man,Arabic,Visual Arts,,
407,Osama Hussein,Man,Arabic,Visual Arts,,
408,Osama Hussein,Man,Arabic,Visual Arts,,
409,Osama Hussein,Man,Arabic,Visual Arts,,
410,Osama Hussein,Man,Arabic,Computer Science,,
411,Osama Hussein,Man,Arabic,Computer Science,,
412,Osama Hussein,Man,Arabic,Computer Science,,
413,Osama Hussein,Man,Arabic,Computer Science,,
414,Osama Hussein,Man,Arabic,Computer Science,,
415,Osama Hussein,Man,Arabic,Computer Science,,
416,Osama Hussein,Man,Arabic,Computer Science,,
417,Osama Hussein,Man,Arabic,Computer Science,,
418,Osama Hussein,Man,Arabic,Computer Science,,
419,Osama Hussein,Man,Arabic,Computer Science,,
420,Osama Hussein,Man,Arabic,Education,,
421,Osama Hussein,Man,Arabic,Education,,
422,Osama Hussein,Man,Arabic,Education,,
423,Osama Hussein,Man,Arabic,Education,,
424,Osama Hussein,Man,Arabic,Education,,
425,Osama Hussein,Man,Arabic,Education,,
426,Osama Hussein,Man,Arabic,Education,,
427,Osama Hussein,Man,Arabic,Education,,
428,Osama Hussein,Man,Arabic,Education,,
429,Osama Hussein,Man,Arabic,Education,,
430,Osama Hussein,Man,Arabic,Philosophy,,
431,Osama Hussein,Man,Arabic,Philosophy,,
432,Osama Hussein,Man,Arabic,Philosophy,,
433,Osama Hussein,Man,Arabic,Philosophy,,
434,Osama Hussein,Man,Arabic,Philosophy,,
435,Osama Hussein,Man,Arabic,Philosophy,,
436,Osama Hussein,Man,Arabic,Philosophy,,
437,Osama Hussein,Man,Arabic,Philosophy,,
438,Osama Hussein,Man,Arabic,Philosophy,,
439,Osama Hussein,Man,Arabic,Philosophy,,
440,Osama Hussein,Man,Arabic,Literature,,
441,Osama Hussein,Man,Arabic,Literature,,
442,Osama Hussein,Man,Arabic,Literature,,
443,Osama Hussein,Man,Arabic,Literature,,
444,Osama Hussein,Man,Arabic,Literature,,
445,Osama Hussein,Man,Arabic,Literature,,
446,Osama Hussein,Man,Arabic,Literature,,
447,Osama Hussein,Man,Arabic,Literature,,
448,Osama Hussein,Man,Arabic,Literature,,
449,Osama Hussein,Man,Arabic,Literature,,
450,Osama Hussein,Man,Arabic,Neuroscience,,
451,Osama Hussein,Man,Arabic,Neuroscience,,
452,Osama Hussein,Man,Arabic,Neuroscience,,
453,Osama Hussein,Man,Arabic,Neuroscience,,
454,Osama Hussein,Man,Arabic,Neuroscience,,
455,Osama Hussein,Man,Arabic,Neuroscience,,
456,Osama Hussein,Man,Arabic,Neuroscience,,
457,Osama Hussein,Man,Arabic,Neuroscience,,
458,Osama Hussein,Man,Arabic,Neuroscience,,
459,Osama Hussein,Man,Arabic,Neuroscience,,
460,Osama Hussein,Man,Arabic,Data Science,,
461,Osama Hussein,Man,Arabic,Data Science,,
462,Osama Hussein,Man,Arabic,Data Science,,
463,Osama Hussein,Man,Arabic,Data Science,,
464,Osama Hussein,Man,Arabic,Data Science,,
465,Osama Hussein,Man,Arabic,Data Science,,
466,Osama Hussein,Man,Arabic,Data Science,,
467,Osama Hussein,Man,Arabic,Data Science,,
468,Osama Hussein,Man,Arabic,Data Science,,
469,Osama Hussein,Man,Arabic,Data Science,,
470,Osama Hussein,Man,Arabic,Economics,,
471,Osama Hussein,Man,Arabic,Economics,,
472,Osama Hussein,Man,Arabic,Economics,,
473,Osama Hussein,Man,Arabic,Economics,,
474,Osama Hussein,Man,Arabic,Economics,,
475,Osama Hussein,Man,Arabic,Economics,,
476,Osama Hussein,Man,Arabic,Economics,,
477,Osama Hussein,Man,Arabic,Economics,,
478,Osama Hussein,Man,Arabic,Economics,,
479,Osama Hussein,Man,Arabic,Economics,,
480,Osama Hussein,Man,Arabic,Gender Studies,,
481,Osama Hussein,Man,Arabic,Gender Studies,,
482,Osama Hussein,Man,Arabic,Gender Studies,,
483,Osama Hussein,Man,Arabic,Gender Studies,,
484,Osama Hussein,Man,Arabic,Gender Studies,,
485,Osama Hussein,Man,Arabic,Gender Studies,,
486,Osama Hussein,Man,Arabic,Gender Studies,,
487,Osama Hussein,Man,Arabic,Gender Studies,,
488,Osama Hussein,Man,Arabic,Gender Studies,,
489,Osama Hussein,Man,Arabic,Gender Studies,,
490,Osama Hussein,Man,Arabic,Black Studies,,
491,Osama Hussein,Man,Arabic,Black Studies,,
492,Osama Hussein,Man,Arabic,Black Studies,,
493,Osama Hussein,Man,Arabic,Black Studies,,
494,Osama Hussein,Man,Arabic,Black Studies,,
495,Osama Hussein,Man,Arabic,Black Studies,,
496,Osama Hussein,Man,Arabic,Black Studies,,
497,Osama Hussein,Man,Arabic,Black Studies,,
498,Osama Hussein,Man,Arabic,Black Studies,,
499,Osama Hussein,Man,Arabic,Black Studies,,
500,Osama Hussein,Man,Arabic,None-Control,,
501,Osama Hussein,Man,Arabic,None-Control,,
502,Osama Hussein,Man,Arabic,None-Control,,
503,Osama Hussein,Man,Arabic,None-Control,,
504,Osama Hussein,Man,Arabic,None-Control,,
505,Osama Hussein,Man,Arabic,None-Control,,
506,Osama Hussein,Man,Arabic,None-Control,,
507,Osama Hussein,Man,Arabic,None-Control,,
508,Osama Hussein,Man,Arabic,None-Control,,
509,Osama Hussein,Man,Arabic,None-Control,,
510,Osama Sa'ad-al-Hummam,Man,Arabic,Business,,
511,Osama Sa'ad-al-Hummam,Man,Arabic,Business,,
512,Osama Sa'ad-al-Hummam,Man,Arabic,Business,,
