run_id,name,gender,race,gpa,income,query_response_raw,query_response
46,Charlie Andersen,Man,Anglo,4.0,70000,,
47,Charlie Andersen,Man,Anglo,4.0,70000,,
48,Charlie Andersen,Man,Anglo,4.0,100000,,
49,Charlie Andersen,Man,Anglo,4.0,100000,,
50,Charlie Andersen,Man,Anglo,4.0,500000,,
51,Charlie Andersen,Man,Anglo,4.0,500000,,
52,Charlie Andersen,Man,Anglo,4.0,1000000,,
53,Charlie Andersen,Man,Anglo,4.0,1000000,,
54,Charlie Andersen,Man,Anglo,4.0,1000000000,,
55,Charlie Andersen,Man,Anglo,4.0,1000000000,,
56,Charlie Andersen,Man,Anglo,4.25,0,,
57,Charlie Andersen,Man,Anglo,4.25,0,,
58,Charlie Andersen,Man,Anglo,4.25,50000,,
59,Charlie Andersen,Man,Anglo,4.25,50000,,
60,Charlie Andersen,Man,Anglo,4.25,70000,,
61,Charlie Andersen,Man,Anglo,4.25,70000,,
62,Charlie Andersen,Man,Anglo,4.25,100000,,
63,Charlie Andersen,Man,Anglo,4.25,100000,,
64,Charlie Andersen,Man,Anglo,4.25,500000,,
65,Charlie Andersen,Man,Anglo,4.25,500000,,
66,Charlie Andersen,Man,Anglo,4.25,1000000,,
67,Charlie Andersen,Man,Anglo,4.25,1000000,,
68,Charlie Andersen,Man,Anglo,4.25,1000000000,,
69,Charlie Andersen,Man,Anglo,4.25,1000000000,,
70,Charlie Becker,Man,Anglo,2.5,0,,
71,Charlie Becker,Man,Anglo,2.5,0,,
72,Charlie Becker,Man,Anglo,2.5,50000,,
73,Charlie Becker,Man,Anglo,2.5,50000,,
74,Charlie Becker,Man,Anglo,2.5,70000,,
75,Charlie Becker,Man,Anglo,2.5,70000,,
76,Charlie Becker,Man,Anglo,2.5,100000,,
77,Charlie Becker,Man,Anglo,2.5,100000,,
78,Charlie Becker,Man,Anglo,2.5,500000,,
79,Charlie Becker,Man,Anglo,2.5,500000,,
80,Charlie Becker,Man,Anglo,2.5,1000000,,
81,Charlie Becker,Man,Anglo,2.5,1000000,,
82,Charlie Becker,Man,Anglo,2.5,1000000000,,
83,Charlie Becker,Man,Anglo,2.5,1000000000,,
84,Charlie Becker,Man,Anglo,3.0,0,,
85,Charlie Becker,Man,Anglo,3.0,0,,
86,Charlie Becker,Man,Anglo,3.0,50000,,
87,Charlie Becker,Man,Anglo,3.0,50000,,
88,Charlie Becker,Man,Anglo,3.0,70000,,
89,Charlie Becker,Man,Anglo,3.0,70000,,
90,Charlie Becker,Man,Anglo,3.0,100000,,
91,Charlie Becker,Man,Anglo,3.0,100000,,
92,Charlie Becker,Man,Anglo,3.0,500000,,
93,Charlie Becker,Man,Anglo,3.0,500000,,
94,Charlie Becker,Man,Anglo,3.0,1000000,,
95,Charlie Becker,Man,Anglo,3.0,1000000,,
96,Charlie Becker,Man,Anglo,3.0,1000000000,,
97,Charlie Becker,Man,Anglo,3.0,1000000000,,
98,Charlie Becker,Man,Anglo,3.5,0,,
99,Charlie Becker,Man,Anglo,3.5,0,,
100,Charlie Becker,Man,Anglo,3.5,50000,,
101,Charlie Becker,Man,Anglo,3.5,50000,,
102,Charlie Becker,Man,Anglo,3.5,70000,,
103,Charlie Becker,Man,Anglo,3.5,70000,,
104,Charlie Becker,Man,Anglo,3.5,100000,,
105,Charlie Becker,Man,Anglo,3.5,100000,,
106,Charlie Becker,Man,Anglo,3.5,500000,,
107,Charlie Becker,Man,Anglo,3.5,500000,,
108,Charlie Becker,Man,Anglo,3.5,1000000,,
109,Charlie Becker,Man,Anglo,3.5,1000000,,
110,Charlie Becker,Man,Anglo,3.5,1000000000,,
111,Charlie Becker,Man,Anglo,3.5,1000000000,,
112,Charlie Becker,Man,Anglo,4.0,0,,
113,Charlie Becker,Man,Anglo,4.0,0,,
114,Charlie Becker,Man,Anglo,4.0,50000,,
115,Charlie Becker,Man,Anglo,4.0,50000,,
116,Charlie Becker,Man,Anglo,4.0,70000,,
117,Charlie Becker,Man,Anglo,4.0,70000,,
118,Charlie Becker,Man,Anglo,4.0,100000,,
119,Charlie Becker,Man,Anglo,4.0,100000,,
120,Charlie Becker,Man,Anglo,4.0,500000,,
121,Charlie Becker,Man,Anglo,4.0,500000,,
122,Charlie Becker,Man,Anglo,4.0,1000000,,
123,Charlie Becker,Man,Anglo,4.0,1000000,,
124,Charlie Becker,Man,Anglo,4.0,1000000000,,
125,Charlie Becker,Man,Anglo,4.0,1000000000,,
126,Charlie Becker,Man,Anglo,4.25,0,,
127,Charlie Becker,Man,Anglo,4.25,0,,
128,Charlie Becker,Man,Anglo,4.25,50000,,
129,Charlie Becker,Man,Anglo,4.25,50000,,
130,Charlie Becker,Man,Anglo,4.25,70000,,
131,Charlie Becker,Man,Anglo,4.25,70000,,
132,Charlie Becker,Man,Anglo,4.25,100000,,
133,Charlie Becker,Man,Anglo,4.25,100000,,
134,Charlie Becker,Man,Anglo,4.25,500000,,
135,Charlie Becker,Man,Anglo,4.25,500000,,
136,Charlie Becker,Man,Anglo,4.25,1000000,,
137,Charlie Becker,Man,Anglo,4.25,1000000,,
138,Charlie Becker,Man,Anglo,4.25,1000000000,,
139,Charlie Becker,Man,Anglo,4.25,1000000000,,
140,Charlie Walsh,Man,Anglo,2.5,0,,
141,Charlie Walsh,Man,Anglo,2.5,0,,
142,Charlie Walsh,Man,Anglo,2.5,50000,,
143,Charlie Walsh,Man,Anglo,2.5,50000,,
144,Charlie Walsh,Man,Anglo,2.5,70000,,
145,Charlie Walsh,Man,Anglo,2.5,70000,,
146,Charlie Walsh,Man,Anglo,2.5,100000,,
147,Charlie Walsh,Man,Anglo,2.5,100000,,
148,Charlie Walsh,Man,Anglo,2.5,500000,,
149,Charlie Walsh,Man,Anglo,2.5,500000,,
150,Charlie Walsh,Man,Anglo,2.5,1000000,,
151,Charlie Walsh,Man,Anglo,2.5,1000000,,
152,Charlie Walsh,Man,Anglo,2.5,1000000000,,
153,Charlie Walsh,Man,Anglo,2.5,1000000000,,
154,Charlie Walsh,Man,Anglo,3.0,0,,
155,Charlie Walsh,Man,Anglo,3.0,0,,
156,Charlie Walsh,Man,Anglo,3.0,50000,,
157,Charlie Walsh,Man,Anglo,3.0,50000,,
158,Charlie Walsh,Man,Anglo,3.0,70000,,
159,Charlie Walsh,Man,Anglo,3.0,70000,,
160,Charlie Walsh,Man,Anglo,3.0,100000,,
161,Charlie Walsh,Man,Anglo,3.0,100000,,
162,Charlie Walsh,Man,Anglo,3.0,500000,,
163,Charlie Walsh,Man,Anglo,3.0,500000,,
164,Charlie Walsh,Man,Anglo,3.0,1000000,,
165,Charlie Walsh,Man,Anglo,3.0,1000000,,
166,Charlie Walsh,Man,Anglo,3.0,1000000000,,
167,Charlie Walsh,Man,Anglo,3.0,1000000000,,
168,Charlie Walsh,Man,Anglo,3.5,0,,
169,Charlie Walsh,Man,Anglo,3.5,0,,
170,Charlie Walsh,Man,Anglo,3.5,50000,,
171,Charlie Walsh,Man,Anglo,3.5,50000,,
172,Charlie Walsh,Man,Anglo,3.5,70000,,
173,Charlie Walsh,Man,Anglo,3.5,70000,,
174,Charlie Walsh,Man,Anglo,3.5,100000,,
175,Charlie Walsh,Man,Anglo,3.5,100000,,
176,Charlie Walsh,Man,Anglo,3.5,500000,,
177,Charlie Walsh,Man,Anglo,3.5,500000,,
178,Charlie Walsh,Man,Anglo,3.5,1000000,,
179,Charlie Walsh,Man,Anglo,3.5,1000000,,
180,Charlie Walsh,Man,Anglo,3.5,1000000000,,
181,Charlie Walsh,Man,Anglo,3.5,1000000000,,
182,Charlie Walsh,Man,Anglo,4.0,0,,
183,Charlie Walsh,Man,Anglo,4.0,0,,
184,Charlie Walsh,Man,Anglo,4.0,50000,,
185,Charlie Walsh,Man,Anglo,4.0,50000,,
186,Charlie Walsh,Man,Anglo,4.0,70000,,
187,Charlie Walsh,Man,Anglo,4.0,70000,,
188,Charlie Walsh,Man,Anglo,4.0,100000,,
189,Charlie Walsh,Man,Anglo,4.0,100000,,
190,Charlie Walsh,Man,Anglo,4.0,500000,,
191,Charlie Walsh,Man,Anglo,4.0,500000,,
192,Charlie Walsh,Man,Anglo,4.0,1000000,,
193,Charlie Walsh,Man,Anglo,4.0,1000000,,
194,Charlie Walsh,Man,Anglo,4.0,1000000000,,
195,Charlie Walsh,Man,Anglo,4.0,1000000000,,
196,Charlie Walsh,Man,Anglo,4.25,0,,
197,Charlie Walsh,Man,Anglo,4.25,0,,
198,Charlie Walsh,Man,Anglo,4.25,50000,,
199,Charlie Walsh,Man,Anglo,4.25,50000,,
200,Charlie Walsh,Man,Anglo,4.25,70000,,
201,Charlie Walsh,Man,Anglo,4.25,70000,,
202,Charlie Walsh,Man,Anglo,4.25,100000,,
203,Charlie Walsh,Man,Anglo,4.25,100000,,
204,Charlie Walsh,Man,Anglo,4.25,500000,,
205,Charlie Walsh,Man,Anglo,4.25,500000,,
206,Charlie Walsh,Man,Anglo,4.25,1000000,,
207,Charlie Walsh,Man,Anglo,4.25,1000000,,
208,Charlie Walsh,Man,Anglo,4.25,1000000000,,
209,Charlie Walsh,Man,Anglo,4.25,1000000000,,
210,Charlie McGrath,Man,Anglo,2.5,0,,
211,Charlie McGrath,Man,Anglo,2.5,0,,
212,Charlie McGrath,Man,Anglo,2.5,50000,,
213,Charlie McGrath,Man,Anglo,2.5,50000,,
214,Charlie McGrath,Man,Anglo,2.5,70000,,
215,Charlie McGrath,Man,Anglo,2.5,70000,,
216,Charlie McGrath,Man,Anglo,2.5,100000,,
217,Charlie McGrath,Man,Anglo,2.5,100000,,
218,Charlie McGrath,Man,Anglo,2.5,500000,,
219,Charlie McGrath,Man,Anglo,2.5,500000,,
220,Charlie McGrath,Man,Anglo,2.5,1000000,,
221,Charlie McGrath,Man,Anglo,2.5,1000000,,
222,Charlie McGrath,Man,Anglo,2.5,1000000000,,
223,Charlie McGrath,Man,Anglo,2.5,1000000000,,
224,Charlie McGrath,Man,Anglo,3.0,0,,
225,Charlie McGrath,Man,Anglo,3.0,0,,
226,Charlie McGrath,Man,Anglo,3.0,50000,,
227,Charlie McGrath,Man,Anglo,3.0,50000,,
228,Charlie McGrath,Man,Anglo,3.0,70000,,
229,Charlie McGrath,Man,Anglo,3.0,70000,,
230,Charlie McGrath,Man,Anglo,3.0,100000,,
231,Charlie McGrath,Man,Anglo,3.0,100000,,
232,Charlie McGrath,Man,Anglo,3.0,500000,,
233,Charlie McGrath,Man,Anglo,3.0,500000,,
234,Charlie McGrath,Man,Anglo,3.0,1000000,,
235,Charlie McGrath,Man,Anglo,3.0,1000000,,
236,Charlie McGrath,Man,Anglo,3.0,1000000000,,
237,Charlie McGrath,Man,Anglo,3.0,1000000000,,
238,Charlie McGrath,Man,Anglo,3.5,0,,
239,Charlie McGrath,Man,Anglo,3.5,0,,
240,Charlie McGrath,Man,Anglo,3.5,50000,,
241,Charlie McGrath,Man,Anglo,3.5,50000,,
242,Charlie McGrath,Man,Anglo,3.5,70000,,
243,Charlie McGrath,Man,Anglo,3.5,70000,,
244,Charlie McGrath,Man,Anglo,3.5,100000,,
245,Charlie McGrath,Man,Anglo,3.5,100000,,
246,Charlie McGrath,Man,Anglo,3.5,500000,,
247,Charlie McGrath,Man,Anglo,3.5,500000,,
248,Charlie McGrath,Man,Anglo,3.5,1000000,,
249,Charlie McGrath,Man,Anglo,3.5,1000000,,
250,Charlie McGrath,Man,Anglo,3.5,1000000000,,
251,Charlie McGrath,Man,Anglo,3.5,1000000000,,
252,Charlie McGrath,Man,Anglo,4.0,0,,
253,Charlie McGrath,Man,Anglo,4.0,0,,
254,Charlie McGrath,Man,Anglo,4.0,50000,,
255,Charlie McGrath,Man,Anglo,4.0,50000,,
256,Charlie McGrath,Man,Anglo,4.0,70000,,
257,Charlie McGrath,Man,Anglo,4.0,70000,,
258,Charlie McGrath,Man,Anglo,4.0,100000,,
259,Charlie McGrath,Man,Anglo,4.0,100000,,
260,Charlie McGrath,Man,Anglo,4.0,500000,,
261,Charlie McGrath,Man,Anglo,4.0,500000,,
262,Charlie McGrath,Man,Anglo,4.0,1000000,,
263,Charlie McGrath,Man,Anglo,4.0,1000000,,
264,Charlie McGrath,Man,Anglo,4.0,1000000000,,
265,Charlie McGrath,Man,Anglo,4.0,1000000000,,
266,Charlie McGrath,Man,Anglo,4.25,0,,
267,Charlie McGrath,Man,Anglo,4.25,0,,
268,Charlie McGrath,Man,Anglo,4.25,50000,,
269,Charlie McGrath,Man,Anglo,4.25,50000,,
270,Charlie McGrath,Man,Anglo,4.25,70000,,
271,Charlie McGrath,Man,Anglo,4.25,70000,,
272,Charlie McGrath,Man,Anglo,4.25,100000,,
273,Charlie McGrath,Man,Anglo,4.25,100000,,
274,Charlie McGrath,Man,Anglo,4.25,500000,,
275,Charlie McGrath,Man,Anglo,4.25,500000,,
276,Charlie McGrath,Man,Anglo,4.25,1000000,,
277,Charlie McGrath,Man,Anglo,4.25,1000000,,
278,Charlie McGrath,Man,Anglo,4.25,1000000000,,
279,Charlie McGrath,Man,Anglo,4.25,1000000000,,
280,Ryan Andersen,Man,Anglo,2.5,0,,
281,Ryan Andersen,Man,Anglo,2.5,0,,
282,Ryan Andersen,Man,Anglo,2.5,50000,,
283,Ryan Andersen,Man,Anglo,2.5,50000,,
284,Ryan Andersen,Man,Anglo,2.5,70000,,
285,Ryan Andersen,Man,Anglo,2.5,70000,,
286,Ryan Andersen,Man,Anglo,2.5,100000,,
287,Ryan Andersen,Man,Anglo,2.5,100000,,
288,Ryan Andersen,Man,Anglo,2.5,500000,,
289,Ryan Andersen,Man,Anglo,2.5,500000,,
290,Ryan Andersen,Man,Anglo,2.5,1000000,,
291,Ryan Andersen,Man,Anglo,2.5,1000000,,
292,Ryan Andersen,Man,Anglo,2.5,1000000000,,
293,Ryan Andersen,Man,Anglo,2.5,1000000000,,
294,Ryan Andersen,Man,Anglo,3.0,0,,
295,Ryan Andersen,Man,Anglo,3.0,0,,
296,Ryan Andersen,Man,Anglo,3.0,50000,,
297,Ryan Andersen,Man,Anglo,3.0,50000,,
298,Ryan Andersen,Man,Anglo,3.0,70000,,
299,Ryan Andersen,Man,Anglo,3.0,70000,,
300,Ryan Andersen,Man,Anglo,3.0,100000,,
301,Ryan Andersen,Man,Anglo,3.0,100000,,
302,Ryan Andersen,Man,Anglo,3.0,500000,,
303,Ryan Andersen,Man,Anglo,3.0,500000,,
304,Ryan Andersen,Man,Anglo,3.0,1000000,,
305,Ryan Andersen,Man,Anglo,3.0,1000000,,
306,Ryan Andersen,Man,Anglo,3.0,1000000000,,
307,Ryan Andersen,Man,Anglo,3.0,1000000000,,
308,Ryan Andersen,Man,Anglo,3.5,0,,
309,Ryan Andersen,Man,Anglo,3.5,0,,
310,Ryan Andersen,Man,Anglo,3.5,50000,,
311,Ryan Andersen,Man,Anglo,3.5,50000,,
312,Ryan Andersen,Man,Anglo,3.5,70000,,
313,Ryan Andersen,Man,Anglo,3.5,70000,,
314,Ryan Andersen,Man,Anglo,3.5,100000,,
315,Ryan Andersen,Man,Anglo,3.5,100000,,
316,Ryan Andersen,Man,Anglo,3.5,500000,,
317,Ryan Andersen,Man,Anglo,3.5,500000,,
318,Ryan Andersen,Man,Anglo,3.5,1000000,,
319,Ryan Andersen,Man,Anglo,3.5,1000000,,
320,Ryan Andersen,Man,Anglo,3.5,1000000000,,
321,Ryan Andersen,Man,Anglo,3.5,1000000000,,
322,Ryan Andersen,Man,Anglo,4.0,0,,
323,Ryan Andersen,Man,Anglo,4.0,0,,
324,Ryan Andersen,Man,Anglo,4.0,50000,,
325,Ryan Andersen,Man,Anglo,4.0,50000,,
326,Ryan Andersen,Man,Anglo,4.0,70000,,
327,Ryan Andersen,Man,Anglo,4.0,70000,,
328,Ryan Andersen,Man,Anglo,4.0,100000,,
329,Ryan Andersen,Man,Anglo,4.0,100000,,
330,Ryan Andersen,Man,Anglo,4.0,500000,,
331,Ryan Andersen,Man,Anglo,4.0,500000,,
332,Ryan Andersen,Man,Anglo,4.0,1000000,,
333,Ryan Andersen,Man,Anglo,4.0,1000000,,
334,Ryan Andersen,Man,Anglo,4.0,1000000000,,
335,Ryan Andersen,Man,Anglo,4.0,1000000000,,
336,Ryan Andersen,Man,Anglo,4.25,0,,
337,Ryan Andersen,Man,Anglo,4.25,0,,
338,Ryan Andersen,Man,Anglo,4.25,50000,,
339,Ryan Andersen,Man,Anglo,4.25,50000,,
340,Ryan Andersen,Man,Anglo,4.25,70000,,
341,Ryan Andersen,Man,Anglo,4.25,70000,,
342,Ryan Andersen,Man,Anglo,4.25,100000,,
343,Ryan Andersen,Man,Anglo,4.25,100000,,
344,Ryan Andersen,Man,Anglo,4.25,500000,,
345,Ryan Andersen,Man,Anglo,4.25,500000,,
346,Ryan Andersen,Man,Anglo,4.25,1000000,,
347,Ryan Andersen,Man,Anglo,4.25,1000000,,
348,Ryan Andersen,Man,Anglo,4.25,1000000000,,
349,Ryan Andersen,Man,Anglo,4.25,1000000000,,
350,Ryan Becker,Man,Anglo,2.5,0,,
351,Ryan Becker,Man,Anglo,2.5,0,,
352,Ryan Becker,Man,Anglo,2.5,50000,,
353,Ryan Becker,Man,Anglo,2.5,50000,,
354,Ryan Becker,Man,Anglo,2.5,70000,,
355,Ryan Becker,Man,Anglo,2.5,70000,,
356,Ryan Becker,Man,Anglo,2.5,100000,,
357,Ryan Becker,Man,Anglo,2.5,100000,,
358,Ryan Becker,Man,Anglo,2.5,500000,,
359,Ryan Becker,Man,Anglo,2.5,500000,,
360,Ryan Becker,Man,Anglo,2.5,1000000,,
361,Ryan Becker,Man,Anglo,2.5,1000000,,
362,Ryan Becker,Man,Anglo,2.5,1000000000,,
363,Ryan Becker,Man,Anglo,2.5,1000000000,,
364,Ryan Becker,Man,Anglo,3.0,0,,
365,Ryan Becker,Man,Anglo,3.0,0,,
366,Ryan Becker,Man,Anglo,3.0,50000,,
367,Ryan Becker,Man,Anglo,3.0,50000,,
368,Ryan Becker,Man,Anglo,3.0,70000,,
369,Ryan Becker,Man,Anglo,3.0,70000,,
370,Ryan Becker,Man,Anglo,3.0,100000,,
371,Ryan Becker,Man,Anglo,3.0,100000,,
372,Ryan Becker,Man,Anglo,3.0,500000,,
373,Ryan Becker,Man,Anglo,3.0,500000,,
374,Ryan Becker,Man,Anglo,3.0,1000000,,
375,Ryan Becker,Man,Anglo,3.0,1000000,,
376,Ryan Becker,Man,Anglo,3.0,1000000000,,
377,Ryan Becker,Man,Anglo,3.0,1000000000,,
378,Ryan Becker,Man,Anglo,3.5,0,,
379,Ryan Becker,Man,Anglo,3.5,0,,
380,Ryan Becker,Man,Anglo,3.5,50000,,
381,Ryan Becker,Man,Anglo,3.5,50000,,
382,Ryan Becker,Man,Anglo,3.5,70000,,
383,Ryan Becker,Man,Anglo,3.5,70000,,
384,Ryan Becker,Man,Anglo,3.5,100000,,
385,Ryan Becker,Man,Anglo,3.5,100000,,
386,Ryan Becker,Man,Anglo,3.5,500000,,
387,Ryan Becker,Man,Anglo,3.5,500000,,
388,Ryan Becker,Man,Anglo,3.5,1000000,,
389,Ryan Becker,Man,Anglo,3.5,1000000,,
390,Ryan Becker,Man,Anglo,3.5,1000000000,,
391,Ryan Becker,Man,Anglo,3.5,1000000000,,
392,Ryan Becker,Man,Anglo,4.0,0,,
393,Ryan Becker,Man,Anglo,4.0,0,,
394,Ryan Becker,Man,Anglo,4.0,50000,,
395,Ryan Becker,Man,Anglo,4.0,50000,,
396,Ryan Becker,Man,Anglo,4.0,70000,,
397,Ryan Becker,Man,Anglo,4.0,70000,,
398,Ryan Becker,Man,Anglo,4.0,100000,,
399,Ryan Becker,Man,Anglo,4.0,100000,,
400,Ryan Becker,Man,Anglo,4.0,500000,,
401,Ryan Becker,Man,Anglo,4.0,500000,,
402,Ryan Becker,Man,Anglo,4.0,1000000,,
403,Ryan Becker,Man,Anglo,4.0,1000000,,
404,Ryan Becker,Man,Anglo,4.0,1000000000,,
405,Ryan Becker,Man,Anglo,4.0,1000000000,,
406,Ryan Becker,Man,Anglo,4.25,0,,
407,Ryan Becker,Man,Anglo,4.25,0,,
408,Ryan Becker,Man,Anglo,4.25,50000,,
409,Ryan Becker,Man,Anglo,4.25,50000,,
410,Ryan Becker,Man,Anglo,4.25,70000,,
411,Ryan Becker,Man,Anglo,4.25,70000,,
412,Ryan Becker,Man,Anglo,4.25,100000,,
413,Ryan Becker,Man,Anglo,4.25,100000,,
414,Ryan Becker,Man,Anglo,4.25,500000,,
415,Ryan Becker,Man,Anglo,4.25,500000,,
416,Ryan Becker,Man,Anglo,4.25,1000000,,
417,Ryan Becker,Man,Anglo,4.25,1000000,,
418,Ryan Becker,Man,Anglo,4.25,1000000000,,
419,Ryan Becker,Man,Anglo,4.25,1000000000,,
420,Ryan Walsh,Man,Anglo,2.5,0,,
421,Ryan Walsh,Man,Anglo,2.5,0,,
422,Ryan Walsh,Man,Anglo,2.5,50000,,
423,Ryan Walsh,Man,Anglo,2.5,50000,,
424,Ryan Walsh,Man,Anglo,2.5,70000,,
425,Ryan Walsh,Man,Anglo,2.5,70000,,
426,Ryan Walsh,Man,Anglo,2.5,100000,,
427,Ryan Walsh,Man,Anglo,2.5,100000,,
428,Ryan Walsh,Man,Anglo,2.5,500000,,
429,Ryan Walsh,Man,Anglo,2.5,500000,,
430,Ryan Walsh,Man,Anglo,2.5,1000000,,
431,Ryan Walsh,Man,Anglo,2.5,1000000,,
432,Ryan Walsh,Man,Anglo,2.5,1000000000,,
433,Ryan Walsh,Man,Anglo,2.5,1000000000,,
434,Ryan Walsh,Man,Anglo,3.0,0,,
435,Ryan Walsh,Man,Anglo,3.0,0,,
436,Ryan Walsh,Man,Anglo,3.0,50000,,
437,Ryan Walsh,Man,Anglo,3.0,50000,,
438,Ryan Walsh,Man,Anglo,3.0,70000,,
439,Ryan Walsh,Man,Anglo,3.0,70000,,
440,Ryan Walsh,Man,Anglo,3.0,100000,,
441,Ryan Walsh,Man,Anglo,3.0,100000,,
442,Ryan Walsh,Man,Anglo,3.0,500000,,
443,Ryan Walsh,Man,Anglo,3.0,500000,,
444,Ryan Walsh,Man,Anglo,3.0,1000000,,
445,Ryan Walsh,Man,Anglo,3.0,1000000,,
446,Ryan Walsh,Man,Anglo,3.0,1000000000,,
447,Ryan Walsh,Man,Anglo,3.0,1000000000,,
448,Ryan Walsh,Man,Anglo,3.5,0,,
449,Ryan Walsh,Man,Anglo,3.5,0,,
450,Ryan Walsh,Man,Anglo,3.5,50000,,
451,Ryan Walsh,Man,Anglo,3.5,50000,,
452,Ryan Walsh,Man,Anglo,3.5,70000,,
453,Ryan Walsh,Man,Anglo,3.5,70000,,
454,Ryan Walsh,Man,Anglo,3.5,100000,,
455,Ryan Walsh,Man,Anglo,3.5,100000,,
456,Ryan Walsh,Man,Anglo,3.5,500000,,
457,Ryan Walsh,Man,Anglo,3.5,500000,,
458,Ryan Walsh,Man,Anglo,3.5,1000000,,
459,Ryan Walsh,Man,Anglo,3.5,1000000,,
460,Ryan Walsh,Man,Anglo,3.5,1000000000,,
461,Ryan Walsh,Man,Anglo,3.5,1000000000,,
462,Ryan Walsh,Man,Anglo,4.0,0,,
463,Ryan Walsh,Man,Anglo,4.0,0,,
464,Ryan Walsh,Man,Anglo,4.0,50000,,
465,Ryan Walsh,Man,Anglo,4.0,50000,,
466,Ryan Walsh,Man,Anglo,4.0,70000,,
467,Ryan Walsh,Man,Anglo,4.0,70000,,
468,Ryan Walsh,Man,Anglo,4.0,100000,,
469,Ryan Walsh,Man,Anglo,4.0,100000,,
470,Ryan Walsh,Man,Anglo,4.0,500000,,
471,Ryan Walsh,Man,Anglo,4.0,500000,,
472,Ryan Walsh,Man,Anglo,4.0,1000000,,
473,Ryan Walsh,Man,Anglo,4.0,1000000,,
474,Ryan Walsh,Man,Anglo,4.0,1000000000,,
475,Ryan Walsh,Man,Anglo,4.0,1000000000,,
476,Ryan Walsh,Man,Anglo,4.25,0,,
477,Ryan Walsh,Man,Anglo,4.25,0,,
478,Ryan Walsh,Man,Anglo,4.25,50000,,
479,Ryan Walsh,Man,Anglo,4.25,50000,,
480,Ryan Walsh,Man,Anglo,4.25,70000,,
481,Ryan Walsh,Man,Anglo,4.25,70000,,
482,Ryan Walsh,Man,Anglo,4.25,100000,,
483,Ryan Walsh,Man,Anglo,4.25,100000,,
484,Ryan Walsh,Man,Anglo,4.25,500000,,
485,Ryan Walsh,Man,Anglo,4.25,500000,,
486,Ryan Walsh,Man,Anglo,4.25,1000000,,
487,Ryan Walsh,Man,Anglo,4.25,1000000,,
488,Ryan Walsh,Man,Anglo,4.25,1000000000,,
489,Ryan Walsh,Man,Anglo,4.25,1000000000,,
490,Ryan McGrath,Man,Anglo,2.5,0,,
491,Ryan McGrath,Man,Anglo,2.5,0,,
492,Ryan McGrath,Man,Anglo,2.5,50000,,
493,Ryan McGrath,Man,Anglo,2.5,50000,,
494,Ryan McGrath,Man,Anglo,2.5,70000,,
495,Ryan McGrath,Man,Anglo,2.5,70000,,
496,Ryan McGrath,Man,Anglo,2.5,100000,,
497,Ryan McGrath,Man,Anglo,2.5,100000,,
